Frequency,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
6.232,5.5446,-5.6596,4.8689,-4.6554,5.8574,30.223,-48.565,-60.849
6.236,3.4446,-4.2596,5.6689,-5.3554,5.9574,26.223,-52.565,-64.849
6.24,1.3446,-5.4596,3.2689,-5.8554,5.5574,32.223,-32.565,-42.849
6.244,2.4446,-4.5596,2.5689,-5.5554,4.5574,20.223,-40.565,-52.849
6.248,2.0446,-3.7596,1.7689,-1.9554,4.9574,20.223,-40.565,-42.849
6.252,2.8446,-5.9596,1.9689,-1.3554,5.8574,54.223,-6.565,-20.849
6.256,2.4446,-4.6596,3.4689,-1.0554,3.6574,28.223,-26.565,-40.849
6.26,1.4446,-6.8596,3.9689,-2.3554,2.1574,22.223,-12.565,-16.849
6.264,1.0446,-3.7596,4.7689,0.0446,0.6574,4.2229,-38.565,-46.849
6.268,-0.2554,-4.7596,4.6689,1.9446,1.2574,12.223,-12.565,-18.849
6.272,0.6446,-3.6596,3.5689,2.2446,1.9574,38.223,-10.565,-12.849
6.276,0.6446,-2.1596,0.1689,-0.7554,-0.4426,10.223,-26.565,-30.849
6.28,0.5446,-0.4596,-2.1311,-2.1554,-0.8426,8.2229,-26.565,-26.849
6.284,0.3446,-1.9596,-2.4311,-0.1554,-0.2426,-1.7771,-24.565,-26.849
6.288,0.0446,-2.1596,0.1689,2.5446,1.3574,8.2229,-28.565,-30.849
6.292,0.0446,-1.8596,-0.0311,1.2446,1.2574,20.223,3.435,3.1507
6.296,0.3446,-0.7596,0.6689,-0.0554,0.6574,2.2229,-18.565,-16.849
6.3,-0.9554,-3.6596,-0.4311,-0.2554,1.3574,12.223,-8.565,-10.849
6.304,-0.6554,-3.3596,0.1689,-0.9554,0.8574,-7.7771,-24.565,-20.849
6.308,-3.0554,-1.8596,1.3689,0.8446,2.6574,26.223,-0.565,-2.8493
6.312,0.5446,-2.1596,0.5689,1.4446,2.3574,12.223,-12.565,-26.849
6.316,-1.0554,-3.9596,-0.7311,2.1446,2.9574,12.223,-10.565,-10.849
6.32,-0.6554,-1.2596,-0.8311,0.0446,2.7574,4.2229,-14.565,-14.849
6.324,-0.7554,-0.9596,-0.1311,-0.2554,3.1574,12.223,-8.565,-20.849
6.328,-0.3554,-2.8596,2.4689,-0.1554,2.7574,-7.7771,-10.565,-26.849
6.332,-0.1554,-3.7596,0.8689,0.0446,3.5574,-1.7771,-10.565,-22.849
6.336,-3.5554,-5.1596,0.7689,-0.4554,3.6574,-15.777,-24.565,-18.849
6.34,-3.0554,-5.3596,-0.2311,0.6446,4.9574,6.2229,7.435,1.1507
6.344,-1.7554,-1.1596,0.7689,0.6446,4.0574,-15.777,-28.565,-28.849
6.348,-0.9554,-1.2596,0.5689,1.6446,4.1574,18.223,1.435,-10.849
6.352,-1.1554,-4.4596,0.3689,1.6446,3.1574,14.223,-12.565,-20.849
6.356,-1.4554,-2.3596,0.4689,0.8446,2.3574,10.223,-4.565,-8.8493
6.36,-0.3554,-2.2596,1.9689,2.6446,3.1574,12.223,-8.565,-12.849
6.364,-0.3554,-1.4596,0.4689,3.5446,2.1574,10.223,1.435,-2.8493
6.368,-0.3554,-0.0596,0.3689,3.5446,1.0574,-3.7771,-18.565,-20.849
6.372,0.4446,-1.1596,1.3689,1.6446,2.0574,-5.7771,-16.565,-26.849
6.376,-0.3554,-1.9596,0.1689,0.8446,1.6574,-7.7771,-14.565,-28.849
6.38,0.0446,-1.5596,-1.1311,1.3446,1.2574,-15.777,-16.565,-34.849
6.384,-1.8554,-1.3596,2.1689,1.8446,2.3574,8.2229,13.435,-2.8493
6.388,-1.8554,0.4404,2.9689,-0.4554,1.7574,12.223,7.435,-14.849
6.392,-1.4554,0.7404,0.7689,-0.6554,-0.2426,4.2229,-18.565,-26.849
6.396,-2.6554,-0.0596,-0.2311,0.9446,-0.5426,24.223,9.435,3.1507
6.4,-1.0554,0.0404,-1.1311,1.3446,-0.4426,0.2229,-8.565,-2.8493
6.404,-0.6554,0.7404,-1.5311,0.9446,0.2574,18.223,9.435,3.1507
6.408,-0.5554,1.8404,-1.6311,-1.0554,-1.4426,-3.7771,-8.565,-10.849
6.412,1.6446,3.0404,-0.5311,0.7446,0.1574,24.223,9.435,-4.8493
6.416,1.1446,2.4404,0.7689,1.8446,0.2574,20.223,13.435,7.1507
6.42,-0.3554,1.7404,1.4689,0.0446,-1.1426,-1.7771,-14.565,-26.849
6.424,-1.2554,-0.9596,-1.3311,-0.1554,-3.5426,-25.777,-24.565,-24.849
6.428,-1.9554,-0.0596,-1.7311,0.1446,-3.7426,-27.777,-18.565,-16.849
6.432,-1.5554,-1.0596,-1.0311,-0.2554,-2.5426,-1.7771,-4.565,-4.8493
6.436,-1.4554,0.0404,-0.0311,-0.7554,-1.5426,22.223,11.435,-6.8493
6.44,0.1446,1.0404,-0.9311,-3.0554,-2.9426,8.2229,13.435,-8.8493
6.444,-0.0554,-1.2596,0.6689,-2.0554,-2.3426,22.223,5.435,1.1507
6.448,-2.8554,-3.1596,-3.2311,-4.1554,-3.4426,6.2229,-2.565,9.1507
6.452,0.4446,1.4404,-0.6311,-4.5554,-2.2426,-1.7771,-2.565,3.1507
6.456,0.9446,0.2404,0.4689,-5.4554,-1.5426,2.2229,5.435,-8.8493
6.46,-0.2554,-0.5596,-1.4311,-4.5554,-1.8426,6.2229,5.435,-0.8493
6.464,-0.7554,0.8404,-3.4311,-3.2554,-2.4426,-11.777,-8.565,-16.849
6.468,-0.1554,1.2404,-2.8311,-1.5554,-0.7426,4.2229,3.435,7.1507
6.472,1.4446,1.7404,-2.0311,-0.8554,0.7574,24.223,9.435,15.151
6.476,-0.3554,-0.4596,-0.8311,-1.7554,1.4574,6.2229,-4.565,-2.8493
6.48,-1.7554,1.4404,-2.1311,-2.5554,0.0574,0.2229,-8.565,-2.8493
6.484,-2.1554,1.3404,-3.4311,-2.2554,-0.6426,-1.7771,1.435,19.151
6.488,-3.3554,2.5404,-3.0311,-1.5554,0.7574,26.223,31.435,47.151
6.492,-2.5554,0.4404,-3.3311,-1.7554,-0.1426,8.2229,-2.565,29.151
6.496,-3.4554,0.3404,-5.1311,-2.4554,-0.1426,20.223,29.435,47.151
6.5,-2.0554,1.9404,-4.5311,-1.2554,-1.0426,16.223,11.435,23.151
6.504,-1.1554,3.8404,-4.1311,-0.4554,-2.7426,26.223,37.435,37.151
6.508,-1.8554,5.5404,-4.6311,0.5446,-3.9426,42.223,49.435,51.151
6.512,-0.9554,7.1404,-6.2311,-1.3554,-6.3426,42.223,45.435,57.151
6.516,-1.5554,5.0404,-7.8311,-4.0554,-5.6426,42.223,35.435,51.151
6.52,-1.0554,5.5404,-7.4311,-4.1554,-5.0426,34.223,27.435,37.151
6.524,2.1446,5.8404,-7.1311,-4.1554,-4.8426,4.2229,9.435,27.151
6.528,3.8446,6.5404,-5.3311,-4.4554,-3.8426,-13.777,15.435,37.151
6.532,2.3446,5.8404,-3.0311,-6.0554,-4.6426,-49.777,-10.565,-0.8493
6.536,0.9446,1.6404,-1.9311,-6.1554,-3.2426,-25.777,-12.565,-22.849
6.54,-1.5554,2.0404,-2.5311,-7.2554,-3.9426,-21.777,-4.565,-0.8493
6.544,1.2446,3.8404,-2.6311,-8.2554,-3.5426,-19.777,-0.565,-26.849
6.548,2.1446,4.3404,-2.3311,-4.9554,-1.4426,4.2229,11.435,-6.8493
6.552,2.1446,-0.0596,-2.7311,-5.3554,-0.9426,-23.777,-8.565,-12.849
6.556,1.5446,-1.0596,-1.7311,-3.5554,0.5574,-35.777,-28.565,-26.849
6.56,1.3446,-0.9596,-1.7311,-3.4554,1.2574,-19.777,-2.565,-10.849
6.564,3.5446,0.2404,0.7689,-3.2554,1.6574,2.2229,1.435,-6.8493
6.568,5.3446,0.9404,0.9689,-5.5554,-0.2426,0.2229,-24.565,-26.849
6.572,1.9446,-0.7596,-0.0311,-6.4554,-0.0426,-3.7771,-34.565,-28.849
6.576,2.0446,-1.1596,-0.7311,-5.9554,0.0574,-11.777,-28.565,-24.849
6.58,3.1446,-2.3596,-0.2311,-5.0554,-0.2426,0.2229,-30.565,-36.849
6.584,2.3446,-1.6596,-0.3311,-3.4554,0.2574,18.223,-16.565,-24.849
6.588,2.7446,1.1404,-0.7311,-3.2554,-0.3426,-7.7771,-30.565,-42.849
6.592,2.2446,1.8404,0.2689,-2.5554,0.6574,-5.7771,-32.565,-38.849
6.596,3.3446,-1.1596,0.6689,-2.4554,2.1574,12.223,-12.565,-12.849
6.6,4.8446,-0.3596,0.9689,-1.9554,2.0574,24.223,1.435,7.1507
6.604,6.5446,-0.0596,1.2689,-3.5554,0.7574,-13.777,-28.565,-18.849
6.608,5.6446,0.3404,1.7689,-2.3554,1.0574,-11.777,-34.565,-26.849
6.612,4.1446,-0.4596,1.5689,-3.7554,1.4574,2.2229,-6.565,-14.849
6.616,3.9446,0.9404,0.8689,-4.1554,0.0574,-3.7771,-26.565,-34.849
6.62,2.0446,-0.2596,-0.9311,-5.0554,-1.4426,-15.777,-12.565,-24.849
6.624,0.8446,-1.2596,-2.8311,-4.3554,-1.3426,-15.777,-12.565,-4.8493
6.628,2.5446,1.2404,-1.2311,-0.0554,1.3574,-15.777,-12.565,-4.8493
6.632,1.9446,0.4404,-0.6311,1.1446,4.0574,8.2229,-14.565,-4.8493
6.636,5.3446,-0.0596,-2.4311,1.4446,5.7574,18.223,-26.565,-6.8493
6.64,10.045,1.3404,-3.8311,2.5446,10.957,40.223,-52.565,-22.849
6.644,15.145,4.6404,-7.8311,4.0446,10.457,76.223,-30.565,13.151
6.648,10.245,3.9404,-11.631,2.7446,3.7574,80.223,-20.565,21.151
6.652,-1.1554,-1.1596,-12.831,2.4446,-6.4426,44.223,43.435,81.151
6.656,-22.955,-5.9596,-7.5311,3.3446,-17.943,-31.777,181.44,213.15
6.66,-36.555,2.9404,-11.631,4.8446,-28.643,-157.78,341.44,381.15
6.664,-38.455,29.74,-26.731,5.6446,-44.743,-337.78,515.43,545.15
6.668,-37.855,57.24,-42.631,3.8446,-59.743,-521.78,631.43,655.15
6.672,-41.355,73.84,-54.631,1.1446,-76.743,-691.78,733.43,733.15
6.676,-42.955,92.94,-62.231,-2.7554,-88.443,-715.78,761.43,671.15
6.68,-32.455,98.44,-57.231,-13.655,-82.743,-583.78,591.43,407.15
6.684,-7.1554,89.34,-39.431,-27.855,-60.443,-359.78,313.44,73.151
6.688,15.345,68.34,-15.931,-34.455,-34.143,-135.78,27.435,-182.85
6.692,30.445,39.54,2.2689,-34.955,-10.743,42.223,-188.56,-348.85
6.696,36.045,13.84,14.069,-29.355,6.4574,158.22,-262.56,-346.85
6.7,28.845,-9.2596,19.369,-19.355,17.257,196.22,-256.56,-292.85
6.704,19.445,-22.96,20.069,-9.2554,22.857,208.22,-208.56,-210.85
6.708,12.145,-27.76,16.769,-4.2554,23.357,190.22,-198.56,-168.85
6.712,6.0446,-29.56,16.269,-3.2554,23.357,168.22,-198.56,-142.85
6.716,4.9446,-28.36,14.469,-3.5554,22.857,152.22,-198.56,-138.85
6.72,4.8446,-26.56,14.069,-2.6554,21.357,150.22,-192.56,-126.85
6.724,4.3446,-26.86,14.869,-2.7554,20.257,146.22,-180.56,-122.85
6.728,2.4446,-26.16,14.169,-3.3554,19.757,134.22,-182.56,-116.85
6.732,2.1446,-25.36,13.369,-3.5554,18.557,120.22,-172.56,-118.85
6.736,2.6446,-24.66,13.169,-2.9554,18.657,130.22,-162.56,-88.849
6.74,2.9446,-23.46,12.069,-1.6554,16.157,128.22,-142.56,-88.849
6.744,3.1446,-22.46,10.369,-3.3554,14.157,122.22,-128.56,-80.849
6.748,3.4446,-20.06,9.2689,-3.5554,11.757,108.22,-122.56,-76.849
6.752,2.3446,-19.06,7.6689,-3.8554,10.057,88.223,-114.56,-68.849
6.756,1.6446,-16.36,6.7689,-4.2554,8.1574,72.223,-116.56,-72.849
6.76,1.4446,-17.96,8.0689,-3.6554,9.0574,96.223,-90.565,-56.849
6.764,2.2446,-16.16,7.5689,-4.2554,8.2574,74.223,-88.565,-48.849
6.768,2.1446,-13.26,8.4689,-3.7554,7.7574,82.223,-72.565,-42.849
6.772,0.2446,-13.16,8.1689,-5.3554,5.8574,72.223,-72.565,-40.849
6.776,0.8446,-11.46,6.4689,-5.1554,4.7574,60.223,-64.565,-50.849
6.78,1.4446,-8.8596,6.0689,-3.4554,3.7574,60.223,-54.565,-24.849
6.784,2.0446,-7.9596,4.0689,-2.8554,1.2574,46.223,-54.565,-12.849
6.788,0.9446,-7.3596,3.3689,-4.9554,1.5574,52.223,-56.565,-32.849
6.792,-1.0554,-8.2596,3.7689,-5.9554,-0.3426,44.223,-52.565,-32.849
6.796,-1.0554,-5.5596,2.4689,-4.2554,-0.4426,30.223,-58.565,-40.849
6.8,-1.6554,-5.8596,0.7689,-3.2554,-1.0426,38.223,-34.565,-10.849
6.804,-0.7554,-3.4596,1.0689,-3.2554,0.4574,38.223,-24.565,-10.849
6.808,-1.7554,-3.6596,2.8689,-3.1554,1.7574,36.223,-24.565,-4.8493
6.812,-1.5554,-2.6596,1.3689,-3.7554,0.3574,14.223,-32.565,-12.849
6.816,-1.9554,-2.7596,-0.7311,-3.7554,-1.0426,20.223,-32.565,-18.849
6.82,-1.2554,-1.4596,-1.9311,-3.5554,-1.5426,28.223,-14.565,-4.8493
6.824,-0.8554,-0.8596,-2.1311,-5.2554,-3.4426,0.2229,-26.565,-8.8493
6.828,0.0446,1.9404,-0.2311,-2.5554,-1.5426,22.223,-6.565,1.1507
6.832,-1.6554,-0.5596,-1.8311,-4.0554,-3.5426,24.223,1.435,9.1507
6.836,-0.1554,1.0404,-1.7311,-3.9554,-2.6426,26.223,-10.565,-14.849
6.84,-0.1554,1.7404,-2.4311,-4.0554,-3.6426,-1.7771,-16.565,9.1507
6.844,0.8446,2.2404,-0.2311,-2.0554,-3.7426,16.223,-2.565,23.151
6.848,1.4446,0.4404,-1.3311,-3.8554,-4.3426,22.223,-2.565,3.1507
6.852,1.6446,1.4404,-1.0311,-5.0554,-2.1426,20.223,-0.565,7.1507
6.856,1.0446,1.3404,-0.8311,-2.9554,-1.2426,12.223,-2.565,1.1507
6.86,-1.1554,0.4404,-2.9311,-2.7554,-1.3426,14.223,33.435,45.151
6.864,2.2446,1.8404,-1.7311,-4.9554,-3.2426,-17.777,1.435,15.151
6.868,1.1446,2.7404,-1.2311,-4.9554,-2.8426,0.2229,9.435,23.151
6.872,0.6446,3.8404,-2.4311,-7.1554,-2.1426,-13.777,9.435,15.151
6.876,-2.1554,2.8404,-1.3311,-8.0554,-2.0426,-21.777,-2.565,1.1507
6.88,-3.8554,1.3404,-2.4311,-5.1554,-3.8426,-15.777,25.435,25.151
6.884,-2.7554,2.5404,-2.9311,-3.1554,-4.2426,-13.777,29.435,35.151
6.888,-2.9554,1.9404,-2.5311,-4.4554,-4.3426,-15.777,33.435,45.151
6.892,-2.9554,2.1404,-3.7311,-5.7554,-3.6426,-39.777,19.435,37.151
6.896,-3.4554,3.5404,-2.9311,-5.0554,-2.9426,-29.777,37.435,53.151
6.9,-3.1554,5.0404,-3.1311,-4.3554,-4.6426,-29.777,33.435,31.151
6.904,-4.5554,3.7404,-6.5311,-5.1554,-5.4426,-23.777,27.435,31.151
6.908,-2.6554,4.7404,-5.8311,-5.5554,-4.8426,-19.777,45.435,51.151
6.912,-2.5554,4.7404,-4.8311,-6.1554,-4.0426,-25.777,43.435,43.151
6.916,-3.1554,3.2404,-3.7311,-7.1554,-3.8426,-31.777,45.435,39.151
6.92,-2.3554,2.9404,-4.1311,-6.7554,-2.5426,-43.777,35.435,33.151
6.924,-3.5554,4.9404,-6.3311,-7.7554,-4.0426,-45.777,25.435,19.151
6.928,-3.4554,5.2404,-7.0311,-4.4554,-5.1426,-23.777,33.435,25.151
6.932,-2.6554,5.6404,-5.5311,-2.8554,-4.0426,-7.7771,43.435,47.151
6.936,-2.0554,4.7404,-6.4311,-3.2554,-6.2426,-37.777,15.435,43.151
6.94,-2.4554,6.1404,-5.8311,-3.1554,-6.7426,-31.777,19.435,41.151
6.944,-1.9554,4.9404,-3.3311,-6.5554,-6.4426,-33.777,11.435,25.151
6.948,-1.1554,4.7404,-1.7311,-5.9554,-4.9426,-15.777,27.435,17.151
6.952,0.5446,4.3404,-1.2311,-2.8554,-4.4426,-1.7771,25.435,33.151
6.956,1.1446,3.2404,-3.4311,-2.1554,-4.1426,-3.7771,23.435,43.151
6.96,0.2446,1.2404,-4.0311,-3.9554,-2.3426,-7.7771,1.435,29.151
6.964,-1.0554,-0.6596,-2.8311,-3.8554,-0.1426,-9.7771,-4.565,17.151
6.968,-0.4554,-1.7596,-1.1311,-1.9554,0.8574,-5.7771,-10.565,17.151
6.972,0.7446,-1.5596,-1.5311,-1.9554,1.8574,26.223,-10.565,5.1507
6.976,2.7446,-2.0596,-0.8311,-3.7554,1.6574,14.223,-22.565,-0.8493
6.98,2.7446,-2.3596,-0.5311,-6.2554,1.5574,32.223,-30.565,-20.849
6.984,3.5446,-4.7596,1.2689,-7.9554,2.3574,32.223,-32.565,-14.849
6.988,5.5446,-4.5596,3.3689,-6.5554,5.9574,48.223,-34.565,-28.849
6.992,2.0446,-4.9596,3.5689,-5.3554,6.2574,30.223,-68.565,-48.849
6.996,1.1446,-7.2596,4.0689,-5.0554,5.0574,20.223,-70.565,-60.849
7,3.7446,-7.8596,3.9689,-4.5554,4.3574,36.223,-62.565,-52.849
7.004,4.4446,-7.1596,3.6689,-4.3554,2.8574,40.223,-64.565,-34.849
7.008,4.1446,-6.0596,4.4689,-4.9554,2.8574,42.223,-58.565,-42.849
7.012,3.1446,-6.4596,3.3689,-9.5554,0.2574,6.2229,-84.565,-72.849
7.016,3.4446,-4.9596,3.3689,-9.4554,-0.1426,4.2229,-90.565,-88.849
7.02,3.0446,-4.4596,3.3689,-9.0554,1.7574,22.223,-58.565,-62.849
7.024,4.8446,-5.7596,4.4689,-6.0554,3.6574,38.223,-50.565,-52.849
7.028,4.4446,-5.3596,5.6689,-4.4554,5.1574,30.223,-36.565,-32.849
7.032,4.5446,-4.9596,6.0689,-6.8554,5.8574,6.2229,-56.565,-52.849
7.036,0.0446,-6.3596,3.7689,-5.7554,5.7574,12.223,-44.565,-36.849
7.04,-1.5554,-5.2596,1.7689,-5.4554,4.3574,6.2229,-42.565,-52.849
7.044,-1.5554,-5.3596,2.2689,-4.5554,4.9574,18.223,-32.565,-32.849
7.048,-1.6554,-5.6596,2.3689,-6.3554,3.8574,22.223,-30.565,-32.849
7.052,-0.3554,-5.9596,3.0689,-5.7554,3.4574,10.223,-40.565,-44.849
7.056,-1.1554,-5.4596,3.7689,-5.5554,2.9574,12.223,-34.565,-24.849
7.06,-3.3554,-4.6596,2.6689,-7.5554,1.4574,-3.7771,-26.565,-12.849
7.064,-3.5554,-4.5596,1.0689,-5.9554,0.9574,-9.7771,-28.565,1.1507
7.068,-3.7554,-6.1596,2.3689,-3.6554,2.0574,2.2229,-34.565,-26.849
7.072,-4.2554,-7.3596,1.7689,-2.4554,1.4574,-3.7771,-40.565,-26.849
7.076,-2.9554,-4.3596,3.7689,1.5446,4.1574,10.223,-14.565,-12.849
7.08,0.3446,-0.4596,0.9689,2.6446,3.6574,4.2229,-32.565,-24.849
7.084,5.9446,3.4404,-2.8311,2.2446,6.4574,12.223,-12.565,-18.849
7.088,14.945,11.34,-8.2311,1.4446,4.8574,-13.777,-38.565,-44.849
7.092,12.545,11.14,-14.131,2.7446,0.7574,-7.7771,-24.565,-6.8493
7.096,6.2446,7.0404,-12.431,0.4446,-5.1426,-11.777,-26.565,-4.8493
7.1,-8.6554,-6.8596,-0.5311,-2.0554,-8.7426,2.2229,-20.565,-16.849
7.104,-17.655,-14.36,8.5689,-5.6554,-4.1426,4.2229,-16.565,-14.849
7.108,-12.155,-12.76,8.3689,-6.9554,1.0574,-11.777,-28.565,-10.849
7.112,-6.0554,-7.6596,4.1689,-4.2554,3.8574,-3.7771,-14.565,-14.849
7.116,-5.6554,-4.4596,2.0689,-3.2554,3.5574,-5.7771,-18.565,-16.849
7.12,-5.5554,-3.6596,1.7689,-7.4554,4.3574,8.2229,-4.565,-14.849
7.124,-5.5554,-5.1596,1.8689,-9.0554,2.7574,-9.7771,-16.565,-24.849
7.128,-5.4554,-5.7596,2.6689,-6.9554,2.1574,-11.777,-22.565,-24.849
7.132,-3.9554,-5.5596,2.1689,-5.3554,3.3574,-3.7771,-16.565,-20.849
7.136,-3.7554,-6.3596,2.0689,-4.6554,4.1574,-5.7771,-0.565,-2.8493
7.14,-1.8554,-3.7596,2.0689,-5.6554,1.7574,-15.777,-30.565,-26.849
7.144,-2.1554,-2.1596,2.1689,-7.1554,1.0574,-17.777,-28.565,-18.849
7.148,-1.5554,-1.5596,1.9689,-6.5554,0.8574,-9.7771,-24.565,-16.849
7.152,-0.7554,-0.2596,2.8689,-4.5554,-0.5426,-1.7771,-10.565,-12.849
7.156,-1.3554,-1.3596,1.7689,-6.9554,0.0574,-7.7771,-20.565,-34.849
7.16,-2.6554,-2.2596,0.8689,-5.5554,0.2574,-11.777,-24.565,-24.849
7.164,-3.1554,-2.7596,0.4689,-6.9554,0.3574,6.2229,-16.565,-26.849
7.168,-2.6554,-2.1596,1.0689,-6.9554,-0.7426,0.2229,-16.565,-20.849
7.172,-1.8554,0.0404,-0.4311,-7.1554,-1.6426,2.2229,-10.565,-12.849
7.176,-0.5554,1.8404,-2.2311,-5.7554,-3.1426,-15.777,-40.565,-30.849
7.18,-0.6554,-0.0596,-1.4311,-5.2554,-2.2426,-3.7771,-6.565,-0.8493
7.184,-1.5554,-2.5596,-1.1311,-7.5554,-1.9426,-17.777,-18.565,5.1507
7.188,-0.7554,0.0404,1.9689,-8.4554,-0.2426,-9.7771,-26.565,-20.849
7.192,-1.2554,-0.8596,0.1689,-10.255,0.0574,-3.7771,-8.565,-12.849
7.196,-0.7554,-3.0596,-1.0311,-7.1554,0.5574,-11.777,-32.565,-36.849
7.2,-2.0554,-3.3596,0.6689,-7.7554,1.8574,-9.7771,-4.565,-14.849
7.204,-2.7554,-3.2596,0.3689,-6.8554,1.3574,2.2229,11.435,1.1507
7.208,-1.7554,-1.2596,0.4689,-7.7554,-1.2426,-31.777,-36.565,-34.849
7.212,-2.5554,-1.3596,0.3689,-8.4554,0.2574,6.2229,-12.565,-12.849
7.216,-2.1554,-2.0596,-0.4311,-10.455,-1.0426,-13.777,-16.565,-2.8493
7.22,-0.5554,-0.9596,1.6689,-6.6554,0.6574,-9.7771,-18.565,-20.849
7.224,-1.9554,-1.7596,-0.0311,-4.4554,2.0574,6.2229,-0.565,-2.8493
7.228,0.1446,-0.1596,-2.4311,-6.9554,-0.4426,-27.777,-18.565,-8.8493
7.232,-1.7554,0.1404,-0.1311,-4.9554,2.3574,8.2229,-14.565,-0.8493
7.236,-2.4554,-2.8596,-0.7311,-6.1554,1.3574,-17.777,-18.565,13.151
7.24,-2.9554,-1.2596,-0.8311,-4.9554,2.8574,4.2229,-8.565,-2.8493
7.244,-3.8554,-1.8596,-1.2311,-4.3554,3.6574,6.2229,-2.565,3.1507
7.248,-4.8554,-0.8596,-1.9311,-5.5554,3.3574,-9.7771,-0.565,9.1507
7.252,-4.3554,-0.2596,-0.3311,-5.6554,4.2574,-9.7771,-8.565,-10.849
7.256,-3.5554,-1.0596,1.2689,-6.4554,5.4574,-7.7771,11.435,21.151
7.26,-5.0554,0.8404,1.5689,-5.4554,6.9574,12.223,3.435,13.151
7.264,-7.4554,-0.4596,-1.5311,-4.5554,5.4574,-7.7771,11.435,31.151
7.268,-5.5554,2.2404,-2.6311,-6.1554,4.4574,8.2229,19.435,23.151
7.272,-7.3554,0.3404,-4.3311,-5.5554,3.4574,10.223,27.435,35.151
7.276,-6.7554,2.8404,-3.6311,-3.2554,2.4574,24.223,49.435,63.151
7.28,-7.3554,4.7404,-6.0311,-2.9554,-1.4426,16.223,47.435,49.151
7.284,-6.6554,4.4404,-5.9311,-1.8554,-2.4426,30.223,45.435,57.151
7.288,-4.7554,5.5404,-5.2311,-2.2554,-3.8426,18.223,35.435,33.151
7.292,-2.8554,4.3404,-4.0311,-3.3554,-4.1426,12.223,43.435,53.151
7.296,-1.4554,3.8404,-2.1311,-2.9554,-3.6426,-5.7771,29.435,51.151
7.3,-0.7554,3.7404,-1.9311,-5.1554,-3.8426,-45.777,-4.565,17.151
7.304,-2.1554,0.7404,-0.7311,-4.7554,-2.7426,-31.777,-12.565,-0.8493
7.308,-0.4554,0.8404,-1.5311,-6.1554,-4.0426,-39.777,-12.565,-2.8493
7.312,0.6446,0.7404,-1.0311,-5.5554,-3.9426,-33.777,-8.565,-10.849
7.316,2.3446,1.4404,-0.1311,-7.1554,-3.3426,-25.777,-10.565,-22.849
7.32,0.1446,0.2404,-1.3311,-8.6554,-3.5426,-35.777,-14.565,-18.849
7.324,-1.1554,0.0404,0.5689,-8.7554,-1.2426,-29.777,-14.565,-24.849
7.328,-2.4554,-1.5596,0.5689,-9.0554,0.7574,-23.777,-20.565,-16.849
7.332,-0.8554,-2.1596,0.9689,-10.455,1.5574,-3.7771,-6.565,-10.849
7.336,2.0446,-1.6596,0.3689,-12.955,0.3574,-41.777,-48.565,-56.849
7.34,1.7446,-2.6596,1.7689,-11.755,1.0574,-5.7771,-26.565,-24.849
7.344,3.1446,-2.4596,-0.4311,-11.755,-1.9426,-33.777,-50.565,-46.849
7.348,-0.4554,-2.8596,-1.0311,-7.8554,-1.4426,6.2229,-26.565,-32.849
7.352,0.6446,-2.2596,-0.8311,-8.0554,-2.2426,-1.7771,-34.565,-46.849
7.356,1.5446,-0.7596,-0.1311,-8.1554,-2.2426,-5.7771,-38.565,-44.849
7.36,1.8446,-1.3596,-0.8311,-7.0554,-0.7426,-1.7771,-36.565,-32.849
7.364,2.1446,-1.3596,-0.0311,-9.3554,0.8574,-7.7771,-26.565,-22.849
7.368,0.2446,-2.2596,1.3689,-10.055,1.6574,-11.777,-30.565,-28.849
7.372,-0.4554,-4.5596,-0.2311,-9.1554,0.5574,-7.7771,-22.565,-16.849
7.376,-2.1554,-4.1596,-0.6311,-8.0554,0.4574,-13.777,-26.565,-22.849
7.38,-0.1554,-3.1596,-0.5311,-7.9554,0.7574,-11.777,-30.565,-24.849
7.384,0.6446,-2.8596,-0.7311,-7.3554,1.6574,-1.7771,-14.565,-8.8493
7.388,3.2446,-0.8596,-0.0311,-9.8554,-1.0426,-5.7771,-24.565,-20.849
7.392,1.7446,-0.0596,-0.4311,-10.355,-0.9426,4.2229,-14.565,-10.849
7.396,0.0446,-0.4596,-1.3311,-8.9554,-0.3426,-15.777,-16.565,-6.8493
7.4,0.5446,0.4404,-0.6311,-7.2554,0.6574,-13.777,-2.565,1.1507
7.404,0.5446,-0.0596,-0.6311,-6.6554,2.5574,-1.7771,-2.565,7.1507
7.408,-0.1554,-1.6596,-1.2311,-8.2554,2.2574,-15.777,-22.565,-24.849
7.412,2.1446,-2.6596,1.0689,-8.3554,3.4574,24.223,-42.565,-44.849
7.416,1.4446,-7.5596,0.3689,-8.8554,3.0574,46.223,-50.565,-30.849
7.42,0.9446,-7.0596,2.4689,-4.1554,6.3574,92.223,-20.565,21.151
7.424,-1.6554,-9.5596,-0.6311,-2.1554,3.6574,70.223,-6.565,41.151
7.428,-5.2554,-4.9596,-4.8311,-2.0554,-2.0426,18.223,53.435,83.151
7.432,-11.055,1.3404,-11.831,1.3446,-11.143,-53.777,199.44,239.15
7.436,-21.555,15.74,-22.331,7.3446,-24.343,-171.78,377.44,439.15
7.44,-33.155,37.84,-35.531,9.9446,-44.443,-339.78,559.43,583.15
